Location,Address,Period,Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Precipitation,Wind Speed,Cloud Cover,Relative Humidity,,Disease
"Karjat, MH, India","Karjat, MH, India",Week 51 (Dec) 1998,34.1,9.1,23.9,33.7,0,13,30.8,56.73,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 52 (Dec) 1998,32.1,8.1,23.3,32,0,13,5,59.19,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 1 (Dec) 1998,35.1,7.7,23.3,34.8,0,14.8,7.3,56.37,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 1 (Jan) 1997,31.1,10.1,22.2,30.4,0,16.6,10.7,62.02,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 2 (Jan) 1997,33.1,10.7,23.8,33.5,0,18.4,31.9,58.2,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 3 (Jan) 1997,32.1,8.7,22.7,30.9,0,22.3,21.2,60.19,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 4 (Jan) 1997,31.4,6.2,21.2,30.7,2,22.3,8.1,63.84,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 5 (Jan) 1997,32.1,11.7,22.2,31.4,0,22.3,4.6,62.86,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 6 (Feb) 1997,31.4,8.7,22.3,29.3,0,22.3,3.8,59.96,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 7 (Feb) 1997,35.1,7.9,23.6,34.1,0,22.3,4.2,49.91,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 8 (Feb) 1997,35.1,11.4,23.9,34.8,0,20.5,6.1,58.21,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 9 (Feb) 1997,38.1,10.4,26.6,36.4,0,18.4,10.4,46.31,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 10 (Mar) 1997,38.1,14.6,27.4,37,0,18.4,32.1,46.88,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 11 (Mar) 1997,37.4,15.4,28.5,38.2,0,22.3,13.4,50.23,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 12 (Mar) 1997,38.1,12.7,27.3,37,0,29.5,26.8,52.2,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 13 (Mar) 1997,38.1,16.7,27.7,38.7,0,24.1,17.9,54.52,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 14 (Apr) 1997,35.6,12.6,26.6,33.5,0,22.3,16.9,53.29,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 15 (Apr) 1997,35.9,17.4,28.1,34.7,0.1,24.1,20.2,54.26,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 16 (Apr) 1997,35.9,16.7,28.4,37.4,0,22.3,27.2,51.92,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 17 (Apr) 1997,38.7,20.4,30,39.5,30,25.9,39.7,55.52,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 18 (Apr) 1997,37.1,18.6,29.1,40.8,4.5,22.3,39.7,53.47,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 19 (May) 1997,37.7,20.4,30.2,42.1,0,22.3,27.2,58.32,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 20 (May) 1997,39.4,19.4,30.3,39.6,0,22.3,28.4,57.92,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 21 (May) 1997,37.2,22.4,30.2,38.5,0,25.9,35.5,57.47,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 22 (May) 1997,36.2,21.1,28.9,37.4,23,22.3,38.5,60.84,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 23 (Jun) 1997,35.7,9.7,29.2,38.4,0.9,22.3,48.7,65.17,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 24 (Jun) 1997,34.6,21.6,28,35.9,201,20.5,70.7,71.71,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 25 (Jun) 1997,32.1,22.2,25.8,35,48.3,24.1,86.1,78.66,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 26 (Jun) 1997,31.1,22.4,27.2,37,43.1,37.1,85.1,79.83,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 27 (Jul) 1997,31.1,21.6,25.7,35.6,11.8,16.6,89.3,84.42,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 28 (Jul) 1997,30.1,22.6,26.7,34.3,18.1,50,87.4,77.67,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 29 (Jul) 1997,29.9,22.7,26.9,32.5,2.7,27.7,77.7,73.54,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 30 (Jul) 1997,30.7,22.2,26.3,33.4,51.4,27.7,70,74.36,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 31 (Jul) 1997,32.1,22.1,26.1,36.9,93.1,37.1,91.4,78.09,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 32 (Aug) 1997,31.1,21.4,27,35.6,24.7,25.9,77.9,76.85,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 33 (Aug) 1997,31.1,21.6,26.6,34.7,9.4,22.3,78.8,75.27,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 34 (Aug) 1997,31.1,20.2,25.9,37.9,120.1,31.3,86.1,82.36,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 35 (Aug) 1997,30.1,20.4,26.2,36.3,21.3,20.5,74.4,83.8,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 36 (Sep) 1997,32.1,19.1,27,38,32.1,16.6,56.3,79.18,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 37 (Sep) 1997,32.1,18.9,28.4,38,0,18.4,57.6,73.27,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 38 (Sep) 1997,32.1,19.9,28,39.3,0,18.4,58.7,74.7,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 39 (Sep) 1997,33.1,21.7,27.5,39.3,54.3,18.4,81,79.39,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 40 (Oct) 1997,33.1,18.4,28.2,39.4,31,18.4,30.5,70.83,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 41 (Oct) 1997,39.1,19.2,30.1,47.3,0,18.4,18.7,65.26,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 42 (Oct) 1997,37.1,17.6,29.3,43.4,9.1,20.5,30.6,65.45,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 43 (Oct) 1997,36.1,17.1,28.6,43.3,14,14.8,22,68.22,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 44 (Oct) 1997,36.1,19.1,28.7,42.1,4,16.6,39.3,67.92,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 45 (Nov) 1997,37.1,16.7,29.9,42.2,0,16.6,29.2,59.25,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 46 (Nov) 1997,35.1,19.2,27.8,39.6,68.6,20.5,59.7,69.43,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 47 (Nov) 1997,34.1,17.4,27.7,37.4,5.5,14.8,26.2,64.62,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 48 (Nov) 1997,34.1,17.4,27.6,38.4,90.2,14.8,44.7,66.65,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 49 (Dec) 1997,34.1,17.9,27.3,36.6,39,63,38.6,66.81,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 50 (Dec) 1997,33.1,11.6,24.6,36.2,24.2,16.6,33.1,77.35,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 51 (Dec) 1997,33.1,13.7,25.1,38.2,0,16.6,27.2,76.59,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 52 (Dec) 1997,31.1,10.2,23.9,34.7,0,14.8,23.3,71.64,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 1 (Dec) 1997,32.1,16.7,25.2,36.9,0,16.6,30.4,77.57,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 1 (Jan) 1996,30.1,14.1,21.2,29.9,0,7.6,46.3,72.43,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 2 (Jan) 1996,30.7,11.4,21.2,29.2,0,7.6,21.7,65.7,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 3 (Jan) 1996,30.6,8.4,19.7,29.1,0.4,11.2,17.3,64.77,,FALSE
"Karjat, MH, India","Karjat, MH, India",Week 4 (Jan) 1996,31.7,12.4,21.1,30.3,0,5.4,5.1,62.82,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 5 (Jan) 1996,35.1,13.1,24.8,35.3,0,18.4,11.6,59.51,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 6 (Feb) 1996,35.1,9.2,24.8,36.4,0,22.3,21.1,58.22,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 7 (Feb) 1996,36.1,10.4,25.2,36.4,0,18.4,15.4,56.19,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 8 (Feb) 1996,34.4,12.1,25.4,34.6,0,22.3,13.9,59.89,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 9 (Feb) 1996,35.1,13.1,25.6,34.7,0,22.3,4.2,55.61,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 10 (Mar) 1996,39.1,13.2,26.8,39.9,0,20.5,0.6,55.66,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 11 (Mar) 1996,37.9,18.9,29,39.5,50,22.3,32,66.65,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 12 (Mar) 1996,38.1,18.2,29.5,39.6,0,22.3,13,54.32,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 13 (Mar) 1996,37.9,15.9,28.2,35.5,0,22.3,9.3,51.27,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 14 (Apr) 1996,37.7,16.1,28.6,38.1,0,22.3,13.2,48.24,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 15 (Apr) 1996,38.1,18.9,29.2,39.4,1,27.7,24.9,54.3,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 16 (Apr) 1996,37.1,19.1,28.8,39.4,0.7,22.3,26.8,65.84,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 17 (Apr) 1996,38.4,17.6,29,38,163,20.5,20.3,63.92,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 18 (Apr) 1996,38.1,18.1,29.5,37.6,0,22.3,22.9,61.5,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 19 (May) 1996,38.1,17.1,29.2,36.9,0,22.3,29,59.28,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 20 (May) 1996,37.2,20.4,29.2,35.6,0,22.3,24.9,56.84,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 21 (May) 1996,39.4,22.4,29.8,42.8,5,22.3,38.4,58.81,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 22 (May) 1996,40.1,23.2,30,40.5,0.1,22.3,39,55.23,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 23 (Jun) 1996,37.1,22.7,30.2,42.1,21,22.3,46.3,57.04,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 24 (Jun) 1996,37.1,20.9,28.8,45.1,134,177.5,69.5,69.59,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 25 (Jun) 1996,34.1,22.7,28,44,60.7,33.5,67.9,75.25,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 26 (Jun) 1996,32.1,22.4,28.5,38,0.1,27.7,51.9,69.36,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 27 (Jul) 1996,32.1,23,27.9,39.3,0.2,22.3,69.8,76,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 28 (Jul) 1996,31.1,22.1,27.6,38.1,87.6,18.4,81.3,80.36,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 29 (Jul) 1996,31.1,22.2,26.6,39.3,127.97,22.3,90.8,85.75,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 30 (Jul) 1996,32.1,21.9,27,39.3,121.03,85,93,81.86,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 31 (Jul) 1996,32.1,21.2,27.1,36.9,49.1,25.9,89.1,76.74,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 32 (Aug) 1996,31.1,22.1,27.2,37.6,10.2,24.1,87.1,78.48,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 33 (Aug) 1996,32.1,21.7,27.3,40.8,42.1,20.5,80.7,80.1,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 34 (Aug) 1996,32.1,20.4,27.4,39.3,13,18.4,73.8,79.26,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 35 (Aug) 1996,32.1,20.2,26.9,38,27.8,22.3,83.7,80.41,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 36 (Sep) 1996,31.1,21.1,26.7,37.9,19.2,18.4,77.2,80.86,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 37 (Sep) 1996,30.1,20.9,25.8,36.3,18,14.8,80.1,84.36,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 38 (Sep) 1996,31.1,18.7,26.7,37.9,15.3,16.6,62.1,79.6,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 39 (Sep) 1996,32.1,21.4,27.1,40.8,68.8,14.8,72.2,81.05,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 40 (Sep) 1996,31.1,20.2,26.2,37.9,147.14,22.3,75.3,83.28,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 41 (Oct) 1996,35.1,14.9,28,38,0,18.4,30.7,66.52,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 42 (Oct) 1996,34.1,13.9,27.3,35.9,12,20.5,34.8,56.24,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 43 (Oct) 1996,32.1,18.9,26.6,38,31,29.5,83.5,76.02,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 44 (Oct) 1996,33.1,13.7,26,36.7,1,14.8,23.5,67.25,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 45 (Nov) 1996,33.1,12.6,25.2,34.1,3,18.4,25.7,62.89,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 46 (Nov) 1996,33.1,11.7,25.5,36.2,0,18.4,19.1,62.33,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 47 (Nov) 1996,35.1,11.1,25,37.8,0,14.8,22.6,59.84,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 48 (Nov) 1996,35.1,10.9,25.1,37,0,13,4,57.8,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 49 (Dec) 1996,33.1,10.1,23.8,33.1,0,18.4,10.3,55.49,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 50 (Dec) 1996,34.1,8.1,24.5,34.6,0,16.6,21.6,51.21,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 51 (Dec) 1996,34.1,10.9,26.1,34.6,0,14.8,59,50.96,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 52 (Dec) 1996,33.1,11.4,23.7,32.7,0,16.6,24.2,56.49,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 1 (Dec) 1996,31.1,11.9,23.2,30.4,0,14.8,5.3,57.05,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 1 (Jan) 1995,29,13.3,20.8,28.2,0,7.3,2.6,58.28,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 2 (Jan) 1995,29.3,12.3,21,28.5,17.5,8.8,35.4,68,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 3 (Jan) 1995,28.6,11.4,19.7,28.5,0,17,2.9,61.14,,FALSE
"Karjat, MH, India","Karjat, MH, India",Week 4 (Jan) 1995,29.5,13.9,21.2,29,0,13.5,6.9,60.58,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 5 (Jan) 1995,30.8,12,21.3,29.5,0,11.5,7,51.79,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 6 (Feb) 1995,32.4,15.8,23.5,31.4,0,14.8,22.4,55.93,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 7 (Feb) 1995,32.6,18.4,25.3,32.8,0,10.3,7.4,58.18,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 8 (Feb) 1995,29.4,15.1,22.6,28.7,0,15.3,9.6,58.91,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 9 (Feb) 1995,33.1,14.7,23.5,30.7,0,15.9,10.6,53.03,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 10 (Mar) 1995,33.4,16.7,24.4,31.7,0,14.7,6,55.44,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 11 (Mar) 1995,33.5,18,25.1,32.5,0,16.5,34.1,45.6,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 12 (Mar) 1995,33.3,19.8,26.3,33.3,0,14.8,39.4,58.5,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 13 (Mar) 1995,37.1,20.5,28.1,36.1,0,12.4,34.3,52.38,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 14 (Apr) 1995,32.6,19,25.6,32.2,0,14.8,11.8,64.32,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 15 (Apr) 1995,35.7,19.7,27.6,35.3,0,14.8,8.7,52.56,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 16 (Apr) 1995,34.7,20.5,28.2,37.9,0,14.8,23.9,56.42,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 17 (Apr) 1995,36.5,22.7,29.2,38.1,10,13,33.8,57.78,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 18 (Apr) 1995,38.7,22.1,30.4,42.4,24.4,12.3,41.5,54.48,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 19 (May) 1995,36.5,24.7,30.2,39.9,4.5,14.8,32,61.02,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 20 (May) 1995,34.1,26.2,29.6,39,90.1,16,67.7,67.64,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 21 (May) 1995,33.3,25.2,29.6,39.2,0,21.1,45.2,62.86,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 22 (May) 1995,36.1,24,29.4,41.7,12,16.6,50.1,65.91,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 23 (Jun) 1995,35.3,26.5,30.8,41.1,0.4,13.5,55.1,66.54,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 24 (Jun) 1995,34.4,26.1,30.3,41.1,2,15.3,54.4,64.62,,False Smut
"Karjat, MH, India","Karjat, MH, India",Week 25 (Jun) 1995,35.9,24.4,29.6,43,32.05,17.7,68.6,71.27,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 26 (Jun) 1995,33,24.4,29.2,41.9,21.7,18.5,67.3,73.28,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 27 (Jul) 1995,33.2,24.7,28.8,42.4,38.06,20.4,81.1,76.28,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 28 (Jul) 1995,33.2,25.2,28.7,38.7,59.9,17.1,71.3,73.76,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 29 (Jul) 1995,29.3,22.6,26.4,33.9,263.04,18.4,93.9,86.59,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 30 (Jul) 1995,29.2,19.9,26.3,35.4,279.3,40.1,94,87.5,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 31 (Jul) 1995,29.9,24.9,26.9,35.3,71.98,17.7,86.4,85.69,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 32 (Aug) 1995,29.4,22.7,27,35,228.47,18.5,84.4,83.4,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 33 (Aug) 1995,30.4,24.9,27.5,37,10.8,18.5,76.9,81.09,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 34 (Aug) 1995,31.6,25.2,27.6,37,13.9,17.1,66.5,77.89,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 35 (Aug) 1995,32.2,24.7,27.9,41.1,24.22,15.4,65.4,78.02,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 36 (Sep) 1995,29,23.8,26,33.5,481.31,21.4,91.9,88.34,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 37 (Sep) 1995,30.4,22.2,26.2,34.2,43.86,14.1,65.9,81.32,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 38 (Sep) 1995,30.9,23.1,26.6,37.1,106.9,14.6,76.7,84.19,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 39 (Sep) 1995,30.9,20.6,26.7,36.2,21.1,12.9,60.4,80.1,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 40 (Oct) 1995,31.2,23.3,26.8,37.6,59.45,9.2,69.6,82.93,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 41 (Oct) 1995,33.1,23.2,27.4,39.6,33.68,9.9,62.7,79.04,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 42 (Oct) 1995,32.6,21.4,27.6,38.7,33.7,12.1,69,76.47,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 43 (Oct) 1995,34.9,20.5,26.8,36.2,11.9,11.2,45.1,76.14,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 44 (Oct) 1995,33.6,19.7,26.9,36.9,0.6,13.9,23.7,60.41,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 45 (Nov) 1995,33.5,15.1,25.1,32.8,0,11.2,4.4,58.64,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 46 (Nov) 1995,33,16.2,24.7,34,0,14.6,8.7,63.54,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 47 (Nov) 1995,33.6,13.7,24,33.6,0,9.7,4.7,58.99,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 48 (Nov) 1995,31.3,14.1,24.6,33,1.1,10.9,33.7,65.37,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 49 (Dec) 1995,31,14.1,23.7,31.8,0,9.9,30.6,68.72,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 50 (Dec) 1995,31.5,14.1,23,31.6,0,11.5,7.2,59.34,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 51 (Dec) 1995,31.7,15.3,23.3,32.2,0,42.5,0.4,61.44,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 52 (Dec) 1995,33.4,13.1,22.8,32.7,0,12.3,6.5,61.88,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 1 (Dec) 1995,31.6,14.9,23,30.9,0,12.7,35.4,64.08,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 1 (Jan) 1994,31,13.2,22.8,30.9,0,10.9,6.5,69.49,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 2 (Jan) 1994,31.7,12.6,22.8,30.8,0,10.9,6.1,65.17,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 3 (Jan) 1994,30.3,5.1,21,29.9,17.17,16.5,35.3,67.04,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 4 (Jan) 1994,31.6,11,21.9,31.4,0,13.3,16.8,65.21,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 5 (Jan) 1994,32.3,16.8,24.3,32.8,0.3,14.8,5.7,60.45,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 6 (Feb) 1994,32.1,10.9,22.3,30.9,0,14.8,9.9,57.27,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 7 (Feb) 1994,29.6,11.9,22.2,29.5,0,15.2,9.4,60.58,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 8 (Feb) 1994,31.1,14.5,23.3,30.2,0,20.5,12.4,63.26,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 9 (Feb) 1994,33.4,16.1,23.7,32.3,30,15.9,10.7,53.32,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 10 (Mar) 1994,33.7,15.9,25.9,32.4,0,14.8,6.2,52.82,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 11 (Mar) 1994,34.7,17.4,26.5,34.4,0,14.8,6.1,52.1,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 12 (Mar) 1994,38.4,19.9,28.6,38.1,0,13.9,22.3,62.35,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 13 (Mar) 1994,36.5,16.1,27.7,36,0,14.6,2.6,55.92,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 14 (Apr) 1994,38.1,21.3,28.1,37.5,0,14.6,21.6,59.63,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 15 (Apr) 1994,33,20.2,27.3,36.2,28.35,14.8,25.7,64.59,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 16 (Apr) 1994,35.1,22.7,28.9,38.5,2,13.9,25,58.69,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 17 (Apr) 1994,34.6,19.4,28.4,35.4,0,16.7,13.4,58.96,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 18 (Apr) 1994,37.9,22.1,28.6,38.6,26,16.6,27.3,63.34,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 19 (May) 1994,34.5,23.1,28.8,37.4,0,16,28,65.42,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 20 (May) 1994,36.8,24.5,30,39.7,0,19.2,30.8,63.7,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 21 (May) 1994,35.6,24.7,29.8,38.8,0,16.6,30.3,62.7,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 22 (May) 1994,34.5,25.5,29.5,40.3,26.2,18.5,66.2,69.9,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 23 (Jun) 1994,36.4,24.5,29.4,41.2,97.32,14.8,71.3,74.2,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 24 (Jun) 1994,33.2,24.4,27.8,38.2,263.33,20.8,73.9,78.27,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 25 (Jun) 1994,29.8,23.7,26.9,35.6,178.49,18.4,89.1,86.03,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 26 (Jun) 1994,31.1,23.6,27.9,39.7,10.33,19.1,81.8,80,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 27 (Jul) 1994,29.9,22.6,26.6,37.9,236.99,18.4,91.3,86.47,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 28 (Jul) 1994,29.4,22.6,26,35.5,199.18,18.4,87.7,86.76,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 29 (Jul) 1994,28.7,23.7,25.9,33.4,403.26,25.2,95.4,88.91,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 30 (Jul) 1994,28.9,22.2,25.7,33.3,202.12,20.5,97.2,89.86,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 31 (Jul) 1994,29.1,22.7,26.2,35.3,44.42,38.3,92.8,85.79,,Stem Rot
